hash	task_id	native_id	process	tag	name	status	exit	module	container	cpus	time	disk	memory	attempt	submit	start	complete	duration	realtime	queue	%cpu	%mem	rss	vmem	peak_rss	peak_vmem	rchar	wchar	syscr	syscw	read_bytes	write_bytes	vol_ctxt	inv_ctxt	workdir	scratch	error_action	chunks	dataset	hardware_type	node_type	threads
7e/c9f29d	107	3753552.pbs02	similarity_chunk	breast.002.002/14	similarity_chunk (breast.002.002/14)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1633449845915	1633454300259	1633456029904	6183989	1717464		197.9	0.3	424378368.0	15850045440.0	449667072.0	15883657216.0	25012798.0	1694880006.0	2601.0	699.0	56389100.0	1694868602.0	28067.0	58041.0	/scratch1/btsheal/work/7e/c9f29d2aeb396659a9b2fff34472c4			16	breast.002.002	p100	16	2
7f/21df2e	52	3678955.pbs02	similarity_chunk	breast.001.001/15	similarity_chunk (breast.001.001/15)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1632884393226	1632886665905	1632886777592	2384366	111299		186.1	0.2	348643328.0	15661604864.0	348643328.0	15728766976.0	7473384.0	103100766.0	1450.0	374.0	38850435.0	103091782.0	25290.0	3146.0	/scratch1/btsheal/work/7f/21df2efe98b90e8cc89abd7c8aeaed			16	breast.001.001	p100	16	2
7f/2b8e8e	123	3814310.pbs02	similarity_chunk	breast.004.003/14	similarity_chunk (breast.004.003/14)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1634037574862	1634037585367	1634040960855	3385993	3372878		196.9	0.1	532520960.0	11807920128.0	533696512.0	11908632576.0	72113438.0	10219323714.0	6145.0	1494.0	103131375.0	10219313793.0	25005.0	129936.0	/scratch1/btsheal/work/7f/2b8e8ec10cea4c592fb9fa685b2d31			16	breast.004.003	v100	18b	2
7f/324f7b	31	3786435.pbs02	similarity_chunk	breast.003.003/6	similarity_chunk (breast.003.003/6)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1633907405479	1633907412072	1633909939554	2534075	2522181		197.5	0.1	499515392.0	11773681664.0	499519488.0	11807285248.0	54580272.0	7696899673.0	4990.0	1204.0	85607052.0	7696890435.0	13149.0	96696.0	/scratch1/btsheal/work/7f/324f7b270ff09c9aa6a5700dd3105a			12	breast.003.003	v100	18b	2
7f/79d593	75	3814248.pbs02	similarity_chunk	breast.004.004/14	similarity_chunk (breast.004.004/14)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1634034992188	1634036051806	1634040707718	5715530	4688240		197.2	0.1	573288448.0	12009263104.0	576692224.0	12076425216.0	95499706.0	13688478783.0	7582.0	1478.0	126521589.0	13688468897.0	29118.0	185549.0	/scratch1/btsheal/work/7f/79d5934963b0455a149d46cdfd11ab			16	breast.004.004	v100	18b	2
7f/aa8d2d	42	3786446.pbs02	similarity_chunk	breast.002.004/5	similarity_chunk (breast.002.004/5)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1633907454570	1633907462486	1633909027541	1572971	1559196		197.8	0.1	495857664.0	11940884480.0	505278464.0	11940937728.0	48747295.0	4537264899.0	4488.0	728.0	79771193.0	4537257054.0	9586.0	58631.0	/scratch1/btsheal/work/7f/aa8d2d11349dd44bbd60bd8ccd0da1			12	breast.002.004	v100	18b	2
7f/bbb5ba	70	3767769.pbs02	similarity_chunk	breast.004.001/9	similarity_chunk (breast.004.001/9)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1633606363764	1633620364644	1633624826576	18462812	4456940		198.5	0.3	393154560.0	15717052416.0	393154560.0	15831330816.0	25131559.0	4526774420.0	2993.0	1930.0	56504537.0	4526759385.0	26946.0	141277.0	/scratch1/btsheal/work/7f/bbb5baa9452603613f2c919fd158ad			12	breast.004.001	p100	16	2
80/25af94	17	3686021.pbs02	similarity_chunk	breast.001.004/4	similarity_chunk (breast.001.004/4)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1632932374820	1632933159638	1632933781783	1406963	618085		194.6	0.1	443695104.0	11806076928.0	483545088.0	11873243136.0	25365064.0	1737682091.0	2982.0	443.0	56389690.0	1737676223.0	27348.0	25387.0	/scratch1/btsheal/work/80/25af941ded11bc30e04c62ecced1fc			8	breast.001.004	v100	18b	2
80/2db3f2	120	3814305.pbs02	similarity_chunk	breast.004.003/11	similarity_chunk (breast.004.003/11)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1634037444753	1634037605348	1634040904799	3460046	3296040		197.2	0.1	518627328.0	11807916032.0	518631424.0	11841519616.0	72109565.0	10182349805.0	6149.0	1489.0	103131375.0	10182339935.0	25818.0	127688.0	/scratch1/btsheal/work/80/2db3f224de72ccfcd91402e7948885			16	breast.004.003	v100	18b	2
80/501c9f	10	3636854.pbs02	similarity_chunk	breast.001.003/5	similarity_chunk (breast.001.003/5)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-cpu.img	1	86400000			1	1632513750994	1632513762962	1632544008099	30257105	30239680		99.8	0.2	158887936.0	1202020352.0	188166144.0	1234264064.0	18977480.0	652391835.0	1967.0	337.0	49704965.0	652379785.0	15640.0	82421.0	/scratch1/btsheal/work/80/501c9f7f31ea9dabbec9a21c00a759			16	breast.001.003	cpu	8a	2
80/58f140	21	3752195.pbs02	similarity_chunk	breast.002.001/8	similarity_chunk (breast.002.001/8)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1633439388025	1633439436859	1633440274348	886323	828442		197.4	0.3	380186624.0	15672090624.0	384380928.0	15730864128.0	13353377.0	861649790.0	1889.0	699.0	50881935.0	861638595.0	18091.0	25502.0	/scratch1/btsheal/work/80/58f1409b42485352829f8f8f2cb914			16	breast.002.001	p100	16	2
80/f8fac1	15	3679988.pbs02	similarity_chunk	breast.001.001/2	similarity_chunk (breast.001.001/2)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1632909550335	1632911906545	1632912718392	3168057	818593		197.5	0.2	362487808.0	15661666304.0	362487808.0	15795937280.0	7473941.0	844740266.0	1529.0	696.0	38851448.0	844728981.0	4660.0	26852.0	/scratch1/btsheal/work/80/f8fac1314f1c49e24cc79b3497c1a7			4	breast.001.001	p100	16	2
81/301da0	81	3786512.pbs02	similarity_chunk	breast.002.002/8	similarity_chunk (breast.002.002/8)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1633909134039	1633909382280	1633910131924	997885	746867		194.6	0.1	450662400.0	11638865920.0	452759552.0	11739578368.0	25396001.0	2253110774.0	3061.0	730.0	56415719.0	2253103020.0	24288.0	28524.0	/scratch1/btsheal/work/81/301da0c3145e72fcde20a49db3b95e			12	breast.002.002	v100	18b	2
81/9a70cb	68	3752289.pbs02	similarity_chunk	breast.003.002/7	similarity_chunk (breast.003.002/7)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1633440263653	1633440274582	1633444060881	3797228	3782699		198.6	0.3	421097472.0	15932760064.0	426409984.0	16033472512.0	36725245.0	3782911914.0	3432.0	1056.0	68100870.0	3782899302.0	28150.0	129782.0	/scratch1/btsheal/work/81/9a70cb73cf47983cc4efaa7ca4c100			16	breast.003.002	p100	16	2
81/afcd17	19	3679992.pbs02	similarity_chunk	breast.001.002/2	similarity_chunk (breast.001.002/2)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1632909570375	1632911173862	1632912844496	3274121	1672291		197.2	0.3	396431360.0	15866212352.0	415272960.0	15963709440.0	13300708.0	1700452797.0	1885.0	703.0	44677053.0	1700441396.0	27573.0	53870.0	/scratch1/btsheal/work/81/afcd1792fa0e464b190138f14e053b			4	breast.001.002	p100	16	2
82/3c35f7	33	3651809.pbs02	similarity_chunk	breast.001.001/4	similarity_chunk (breast.001.001/4)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-cpu.img	1	86400000			1	1632722407213	1632722419511	1632741885904	19478691	19468492		99.8	0.1	140156928.0	1193553920.0	140156928.0	1193607168.0	7311747.0	420521076.0	1255.0	432.0	38007674.0	420509091.0	25925.0	9375.0	/scratch1/btsheal/work/82/3c35f7d41434b20fe6f0ffc0ed6d31			8	breast.001.001	cpu	10	2
82/6a026e	81	3777331.pbs02	similarity_chunk	breast.002.003/4	similarity_chunk (breast.002.003/4)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1633787486232	1633792738015	1633794433235	6947003	1712251		147.4	0.1	484737024.0	11739504640.0	495226880.0	11840217088.0	37055502.0	5107641920.0	3828.0	921.0	68074873.0	5107633452.0	6778.0	56327.0	/scratch1/btsheal/work/82/6a026ee43e1138403fc7f51c59626c			8	breast.002.003	v100	18b	2
82/8584f7	131	3787191.pbs02	similarity_chunk	breast.004.001/10	similarity_chunk (breast.004.001/10)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1633913338486	1633913525357	1633914876809	1538323	1348249		197.0	0.1	418119680.0	11438727168.0	418119680.0	11505889280.0	25510018.0	4496286363.0	3415.0	1867.0	56531166.0	4496275385.0	27247.0	45673.0	/scratch1/btsheal/work/82/8584f7c16b394311b06fcdf94741e4			12	breast.004.001	v100	18b	2
82/a9f0a8	29	3698747.pbs02	similarity_chunk	breast.002.002/0	similarity_chunk (breast.002.002/0)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1633013235698	1633027299341	1633033866961	20631263	6548172		188.8	0.3	442216448.0	15883632640.0	447246336.0	15892070400.0	25014854.0	6736071169.0	2869.0	1557.0	56393185.0	6736065184.0	13986.0	251809.0	/scratch1/btsheal/work/82/a9f0a8fccd52d081ac20257b1fd6ae			4	breast.002.002	p100	16	2
82/ab7a77	31	3767620.pbs02	similarity_chunk	breast.002.001/6	similarity_chunk (breast.002.001/6)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1633590644985	1633608826081	1633609932498	19287513	1098773		194.9	0.2	369086464.0	15665430528.0	370089984.0	15796482048.0	13353335.0	1142283348.0	1917.0	801.0	44729743.0	1142271590.0	26125.0	40658.0	/scratch1/btsheal/work/82/ab7a773fd2717c8cfbaf2801025b64			12	breast.002.001	p100	17	2
82/b9f7f5	48	3776369.pbs02	similarity_chunk	breast.003.002/3	similarity_chunk (breast.003.002/3)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1633783731732	1633784205357	1633786704654	2972922	2496082		197.2	0.1	465158144.0	11673010176.0	466771968.0	11706613760.0	37105789.0	7618297353.0	4060.0	1621.0	68127488.0	7618286930.0	28258.0	87946.0	/scratch1/btsheal/work/82/b9f7f5981df38f153bf3af94a4c8cd			8	breast.003.002	v100	18b	2
82/d0c184	141	3814333.pbs02	similarity_chunk	breast.002.003/0	similarity_chunk (breast.002.003/0)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1634038327086	1634038333046	1634039231696	904610	885237		192.3	0.1	479330304.0	11739627520.0	481443840.0	11806789632.0	37054734.0	2534681610.0	3739.0	630.0	68074879.0	2534674344.0	24161.0	35184.0	/scratch1/btsheal/work/82/d0c184c0677044e2570deff9aca7fc			16	breast.002.003	v100	18b	2
83/1d5eb4	47	3767638.pbs02	similarity_chunk	breast.002.004/10	similarity_chunk (breast.002.004/10)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1633590728515	1633616404705	1633621213963	30485448	4825398		199.0	0.3	461565952.0	16194105344.0	498282496.0	16227713024.0	48364442.0	4598264715.0	4057.0	800.0	79740478.0	4598252782.0	12783.0	176777.0	/scratch1/btsheal/work/83/1d5eb4eb5ed82c86d5cebd42f663a9			12	breast.002.004	p100	16	2
83/23f54a	31	3686054.pbs02	similarity_chunk	breast.001.002/2	similarity_chunk (breast.001.002/2)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1632932445526	1632932901046	1632933205204	759678	294375		192.4	0.1	438992896.0	11604586496.0	441090048.0	11705298944.0	13679170.0	856285025.0	2264.0	448.0	44703677.0	856278916.0	15409.0	11101.0	/scratch1/btsheal/work/83/23f54ae63d6783c3a6534b1ac0719e			8	breast.001.002	v100	18b	2
83/e3bfbd	66	3638360.pbs02	similarity_chunk	breast.001.002/13	similarity_chunk (breast.001.002/13)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-cpu.img	1	86400000			1	1632553839721	1632656729332	1632677035728	123196007	20296814		99.8	0.2	161804288.0	1216135168.0	180916224.0	1241354240.0	13134406.0	434721308.0	1610.0	336.0	43861962.0	434709260.0	21494.0	49228.0	/scratch1/btsheal/work/83/e3bfbd98bb779e73d80f05f78c6a4f			16	breast.001.002	cpu	7b	2
84/163cd1	40	3786444.pbs02	similarity_chunk	breast.002.004/2	similarity_chunk (breast.002.004/2)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1633907445655	1633907453553	1633909124370	1678715	1584672		197.0	0.1	486948864.0	11940937728.0	491347968.0	11940990976.0	48743088.0	4524584307.0	4479.0	734.0	101512761.0	4524576403.0	10181.0	62165.0	/scratch1/btsheal/work/84/163cd12f14658dd3e34912af73e576			12	breast.002.004	v100	18b	2
84/4f3a32	52	3767644.pbs02	similarity_chunk	breast.004.004/3	similarity_chunk (breast.004.004/3)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1633590757229	1633636516677	1633656032976	65275747	19501364		197.9	0.4	553095168.0	16312762368.0	562651136.0	16379920384.0	95121883.0	18330825554.0	7266.0	1938.0	126494960.0	18330810174.0	43420.0	750643.0	/scratch1/btsheal/work/84/4f3a324dd1b5c0f4da1796833d31fe			12	breast.004.004	p100	16	2
84/6ff71f	12	3636856.pbs02	similarity_chunk	breast.001.003/8	similarity_chunk (breast.001.003/8)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-cpu.img	1	86400000			1	1632513755690	1632513767970	1632543718607	29962917	29936223		99.8	0.2	158105600.0	1200586752.0	188502016.0	1234280448.0	18977480.0	660278216.0	1964.0	334.0	49704965.0	660266187.0	15182.0	12805.0	/scratch1/btsheal/work/84/6ff71f5c27ac1be38bf482fa05b344			16	breast.001.003	cpu	8a	2
84/759db4	18	3651794.pbs02	similarity_chunk	breast.001.004/5	similarity_chunk (breast.001.004/5)	FAILED	143		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-cpu.img	1	86400000			1	1632722337668	1632722350930	1632808779984	86442316	86429054																/scratch1/btsheal/work/84/759db44dc2395f439c16acfd906687		IGNORE	8	breast.001.004	cpu	10	2
84/7e8162	63	3638322.pbs02	similarity_chunk	breast.001.002/10	similarity_chunk (breast.001.002/10)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-cpu.img	1	86400000			1	1632545364825	1632553834682	1632576260818	30895993	22423949		99.7	0.2	162717696.0	1202896896.0	183267328.0	1236508672.0	13130364.0	449434662.0	1606.0	335.0	46883786.0	449422618.0	23323.0	10000.0	/scratch1/btsheal/work/84/7e8162eb45458842c248c2f3ca29dc			16	breast.001.002	cpu	7a	2
85/2d4124	24	3678925.pbs02	similarity_chunk	breast.001.002/3	similarity_chunk (breast.001.002/3)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1632884259343	1632884867288	1632885280494	1021151	404281		195.5	0.3	388878336.0	15866241024.0	407580672.0	15896621056.0	13300218.0	434384748.0	1817.0	425.0	44677059.0	434375430.0	27093.0	12690.0	/scratch1/btsheal/work/85/2d412412700e53debb861210b702f8			16	breast.001.002	p100	16	2
85/3714ed	76	3752319.pbs02	similarity_chunk	breast.003.002/15	similarity_chunk (breast.003.002/15)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1633440311212	1633445297400	1633449206938	8895726	3904316		197.9	0.3	419721216.0	15931269120.0	419725312.0	16031981568.0	36725192.0	3752832378.0	3428.0	1057.0	68100875.0	3752819782.0	7512.0	149856.0	/scratch1/btsheal/work/85/3714edb7219bf5044a3cc950c9611c			16	breast.003.002	p100	17	2
85/4fbde4	26	3636882.pbs02	similarity_chunk	breast.001.004/5	similarity_chunk (breast.001.004/5)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-cpu.img	1	86400000			1	1632513827847	1632563854484	1632607091920	93264073	43239529		99.8	0.3	200540160.0	1240580096.0	212467712.0	1277607936.0	24816355.0	882667254.0	2319.0	336.0	58573890.0	882655194.0	4582.0	22824.0	/scratch1/btsheal/work/85/4fbde497f8d134cc2a83c08cb0885e			16	breast.001.004	cpu	7a	2
85/ef9d88	111	3787120.pbs02	similarity_chunk	breast.002.003/2	similarity_chunk (breast.002.003/2)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1633910172381	1633910688554	1633911870241	1697860	1162288		196.9	0.1	492257280.0	11739529216.0	493010944.0	11840241664.0	37050858.0	3398934795.0	3772.0	727.0	68074879.0	3398927021.0	25346.0	44494.0	/scratch1/btsheal/work/85/ef9d884e894dcde217b538e4942c07			12	breast.002.003	v100	18b	2
85/f19851	65	3678973.pbs02	similarity_chunk	breast.001.004/12	similarity_chunk (breast.001.004/12)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1632884892626	1632885748912	1632886635228	1742602	888671		197.1	0.3	463585280.0	16084381696.0	480481280.0	16185098240.0	24986187.0	873777862.0	2530.0	422.0	56364101.0	873768540.0	3573.0	24094.0	/scratch1/btsheal/work/85/f198515fe1379067360e1a2bf39560			16	breast.001.004	p100	16	2
86/06dfae	26	3678927.pbs02	similarity_chunk	breast.001.002/5	similarity_chunk (breast.001.002/5)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1632884269108	1632885991289	1632886419152	2150044	431836		195.6	0.2	376131584.0	15832674304.0	397107200.0	15958556672.0	13299808.0	437350614.0	1815.0	420.0	44678083.0	437341312.0	2744.0	13418.0	/scratch1/btsheal/work/86/06dfae9a514b50c68e7e2af76cd4c6			16	breast.001.002	p100	16	2
86/17b734	63	3752246.pbs02	similarity_chunk	breast.003.002/2	similarity_chunk (breast.003.002/2)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1633439583470	1633454273253	1633458169041	18585571	3898414		198.8	0.3	434114560.0	15931338752.0	444702720.0	16032051200.0	36725447.0	3815540201.0	3432.0	1057.0	68100870.0	3815527646.0	15423.0	138429.0	/scratch1/btsheal/work/86/17b73432345e6ce4d778cd612cf67d			16	breast.003.002	p100	16	2
86/1afd4e	30	3674795.pbs02	similarity_chunk	breast.001.002/1	similarity_chunk (breast.001.002/1)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1632833544677	1632834603983	1632835418832	1874155	810134		196.0	0.3	381464576.0	15832633344.0	407736320.0	15963688960.0	13300627.0	845004572.0	1841.0	515.0	44677053.0	844995036.0	4380.0	28966.0	/scratch1/btsheal/work/86/1afd4ee0c2670cc89d91275d398188			8	breast.001.002	p100	16	2
86/310262	64	3814237.pbs02	similarity_chunk	breast.004.004/3	similarity_chunk (breast.004.004/3)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1634034938856	1634036659284	1634041312892	6374036	4654638		197.3	0.1	594534400.0	12143513600.0	594534400.0	12210675712.0	95499560.0	13683647688.0	7570.0	1493.0	126521584.0	13683637698.0	27722.0	183589.0	/scratch1/btsheal/work/86/3102624d9ae4d1dec50df6e61e5b49			16	breast.004.004	v100	18b	2
86/5eedc5	60	3682856.pbs02	similarity_chunk	breast.001.004/7	similarity_chunk (breast.001.004/7)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1632922289231	1632922446964	1632922761425	472194	309758		193.4	0.1	473493504.0	11839610880.0	479793152.0	11873218560.0	25364798.0	876267089.0	2955.0	352.0	56389696.0	876261027.0	4134.0	10723.0	/scratch1/btsheal/work/86/5eedc5ddd0443476def7380ad623d1			16	breast.001.004	v100	18b	2
86/e2770c	188	3814413.pbs02	similarity_chunk	breast.003.001/15	similarity_chunk (breast.003.001/15)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1634040959854	1634040966186	1634041556484	596630	585575		195.0	0.1	391471104.0	11437977600.0	391471104.0	11438030848.0	19628460.0	1912779863.0	2786.0	990.0	50651848.0	1912771614.0	5554.0	23085.0	/scratch1/btsheal/work/86/e2770ce2e7c31e3197b2c48be59296			16	breast.003.001	v100	18b	2
87/5c1882	53	3752234.pbs02	similarity_chunk	breast.004.004/8	similarity_chunk (breast.004.004/8)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1633439537403	1633452660894	1633467407239	27869836	14750409		199.1	0.4	540561408.0	16301182976.0	542658560.0	16368345088.0	95120694.0	13774664330.0	7153.0	1555.0	126494960.0	13774650129.0	46196.0	574017.0	/scratch1/btsheal/work/87/5c18829229b515f8260ee85adf6f16			16	breast.004.004	p100	16	2
87/894203	30	3686051.pbs02	similarity_chunk	breast.001.002/1	similarity_chunk (breast.001.002/1)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1632932435513	1632933283454	1632933581515	1146002	294854		192.1	0.1	404250624.0	11571118080.0	425218048.0	11705389056.0	13679010.0	845029561.0	2263.0	446.0	44703677.0	845023708.0	3309.0	11254.0	/scratch1/btsheal/work/87/89420344cbb1879786e5c107bfa44c			8	breast.001.002	v100	18b	2
